sample_id	splice_id	gene_symbol	gene_tpm	preference	psi	dpsi	mean_ctrl	std_dev_ctrl	count_ctrl	domain_type	domain_coverage	domain_overlap_start	domain_overlap_end	Brain - Cortex_avg	Brain - Cortex_stdev	Brain - Cerebellum_avg	Brain - Cerebellum_stdev	Brain - Frontal Cortex (BA9)_avg	Brain - Frontal Cortex (BA9)_stdev	Brain - Caudate (basal ganglia)_avg	Brain - Caudate (basal ganglia)_stdev	Brain - Nucleus accumbens (basal ganglia)_avg	Brain - Nucleus accumbens (basal ganglia)_stdev	Brain - Putamen (basal ganglia)_avg	Brain - Putamen (basal ganglia)_stdev	Brain - Hypothalamus_avg	Brain - Hypothalamus_stdev	Brain - Spinal cord (cervical c-1)_avg	Brain - Spinal cord (cervical c-1)_stdev	Brain - Hippocampus_avg	Brain - Hippocampus_stdev	Brain - Anterior cingulate cortex (BA24)_avg	Brain - Anterior cingulate cortex (BA24)_stdev	Brain - Substantia nigra_avg	Brain - Substantia nigra_stdev	Brain - Amygdala_avg	Brain - Amygdala_stdev	cohort.x	Forebrain_4 Week Post Conception_avg	Forebrain_4 Week Post Conception_stdev	Forebrain_5 Week Post Conception_avg	Forebrain_5 Week Post Conception_stdev	Forebrain_6 Week Post Conception_avg	Forebrain_6 Week Post Conception_stdev	Forebrain_7 Week Post Conception_avg	Forebrain_7 Week Post Conception_stdev	Forebrain_8 Week Post Conception_avg	Forebrain_8 Week Post Conception_stdev	Forebrain_9 Week Post Conception_avg	Forebrain_9 Week Post Conception_stdev	Forebrain_10 Week Post Conception_avg	Forebrain_10 Week Post Conception_stdev	Forebrain_11 Week Post Conception_avg	Forebrain_11 Week Post Conception_stdev	Forebrain_12 Week Post Conception_avg	Forebrain_12 Week Post Conception_stdev	Forebrain_13 Week Post Conception_avg	Forebrain_13 Week Post Conception_stdev	Forebrain_16 Week Post Conception_avg	Forebrain_16 Week Post Conception_stdev	Forebrain_18 Week Post Conception_avg	Forebrain_18 Week Post Conception_stdev	Forebrain_19 Week Post Conception_avg	Forebrain_19 Week Post Conception_stdev	Forebrain_Neonate_avg	Forebrain_Neonate_stdev	Forebrain_Infant_avg	Forebrain_Infant_stdev	Forebrain_Toddler_avg	Forebrain_Toddler_stdev	Forebrain_School Age Child_avg	Forebrain_School Age Child_stdev	Forebrain_Adolescent_avg	Forebrain_Adolescent_stdev	Forebrain_Young Adult_avg	Forebrain_Young Adult_stdev	Forebrain_Middle Adult_avg	Forebrain_Middle Adult_stdev	Forebrain_Elderly_avg	Forebrain_Elderly_stdev	Hindbrain_4 Week Post Conception_avg	Hindbrain_4 Week Post Conception_stdev	Hindbrain_5 Week Post Conception_avg	Hindbrain_5 Week Post Conception_stdev	Hindbrain_6 Week Post Conception_avg	Hindbrain_6 Week Post Conception_stdev	Hindbrain_7 Week Post Conception_avg	Hindbrain_7 Week Post Conception_stdev	Hindbrain_8 Week Post Conception_avg	Hindbrain_8 Week Post Conception_stdev	Hindbrain_9 Week Post Conception_avg	Hindbrain_9 Week Post Conception_stdev	Hindbrain_10 Week Post Conception_avg	Hindbrain_10 Week Post Conception_stdev	Hindbrain_11 Week Post Conception_avg	Hindbrain_11 Week Post Conception_stdev	Hindbrain_12 Week Post Conception_avg	Hindbrain_12 Week Post Conception_stdev	Hindbrain_13 Week Post Conception_avg	Hindbrain_13 Week Post Conception_stdev	Hindbrain_16 Week Post Conception_avg	Hindbrain_16 Week Post Conception_stdev	Hindbrain_18 Week Post Conception_avg	Hindbrain_18 Week Post Conception_stdev	Hindbrain_19 Week Post Conception_avg	Hindbrain_19 Week Post Conception_stdev	Hindbrain_Neonate_avg	Hindbrain_Neonate_stdev	Hindbrain_Infant_avg	Hindbrain_Infant_stdev	Hindbrain_Toddler_avg	Hindbrain_Toddler_stdev	Hindbrain_School Age Child_avg	Hindbrain_School Age Child_stdev	Hindbrain_Adolescent_avg	Hindbrain_Adolescent_stdev	Hindbrain_Young Adult_avg	Hindbrain_Young Adult_stdev	Hindbrain_Middle Adult_avg	Hindbrain_Middle Adult_stdev	Hindbrain_Elderly_avg	Hindbrain_Elderly_stdev	pediatrics_avg	pediatrics_stdev	SRR26129178	SRR26129084	SRR26129078	SRR26129066	SRR26129123	cohort.y
BS_VBMRQK4F	chr14:NRXN3_79853539-79854217_79805111-79805190_79861038-79862033_+	NRXN3	262.35	Skipping	0.046	-0.826	0.872	0.04923413450036464	4	EC	100	79853538	79854217	0.8874	0.0454	0.9632	0.0188	0.9102	0.0442	0.8284	0.1277	0.8837	0.0987	0.8934	0.0703	0.8843	0.0926	0.615	0.2871	0.822	0.1255	0.9776	0.0384	0.8167	0.154	0.8888	0.08	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.6235	0.2751	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.8625	0.1072	0.946	0.0764	NA	NA	NA	NA	NA	NA	0.7745	0.152	0.77	0.0679	0.7613	0.1005	NA	NA	0.8415	0.0474	0.908	0.1012	0.8143	0.1169	0.9393	0.1051	0.908	0.1294	NA	NA	NA	NA	0.7783	0.0545	0.9103	0.117	0.914	0.0523	0.9687	0.0405	0.9475	0.0456	0.9452	0.0279	0.9745	0.0064	NA	NA	0.8593	0.122	0.911	NA	0.72	0.947	NA	pediatrics
BS_VF3NVT4G	chr14:NRXN3_79853539-79854217_79805111-79805190_79861038-79862033_+	NRXN3	74.56	Skipping	0.168	-0.704	0.872	0.04923413450036464	4	EC	100	79853538	79854217	0.8874	0.0454	0.9632	0.0188	0.9102	0.0442	0.8284	0.1277	0.8837	0.0987	0.8934	0.0703	0.8843	0.0926	0.615	0.2871	0.822	0.1255	0.9776	0.0384	0.8167	0.154	0.8888	0.08	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.6235	0.2751	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.8625	0.1072	0.946	0.0764	NA	NA	NA	NA	NA	NA	0.7745	0.152	0.77	0.0679	0.7613	0.1005	NA	NA	0.8415	0.0474	0.908	0.1012	0.8143	0.1169	0.9393	0.1051	0.908	0.1294	NA	NA	NA	NA	0.7783	0.0545	0.9103	0.117	0.914	0.0523	0.9687	0.0405	0.9475	0.0456	0.9452	0.0279	0.9745	0.0064	NA	NA	0.8593	0.122	0.911	NA	0.72	0.947	NA	pediatrics
BS_YDEVMD24	chr14:NRXN3_79853539-79854217_79805111-79805190_79861038-79862033_+	NRXN3	13.63	Skipping	0.44	-0.432	0.872	0.04923413450036464	4	EC	100	79853538	79854217	0.8874	0.0454	0.9632	0.0188	0.9102	0.0442	0.8284	0.1277	0.8837	0.0987	0.8934	0.0703	0.8843	0.0926	0.615	0.2871	0.822	0.1255	0.9776	0.0384	0.8167	0.154	0.8888	0.08	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.6235	0.2751	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.8625	0.1072	0.946	0.0764	NA	NA	NA	NA	NA	NA	0.7745	0.152	0.77	0.0679	0.7613	0.1005	NA	NA	0.8415	0.0474	0.908	0.1012	0.8143	0.1169	0.9393	0.1051	0.908	0.1294	NA	NA	NA	NA	0.7783	0.0545	0.9103	0.117	0.914	0.0523	0.9687	0.0405	0.9475	0.0456	0.9452	0.0279	0.9745	0.0064	NA	NA	0.8593	0.122	0.911	NA	0.72	0.947	NA	pediatrics
BS_YTWEM5SG	chr14:NRXN3_79853539-79854217_79805111-79805190_79861038-79862033_+	NRXN3	50.1	Skipping	0.208	-0.6639999999999999	0.872	0.04923413450036464	4	EC	100	79853538	79854217	0.8874	0.0454	0.9632	0.0188	0.9102	0.0442	0.8284	0.1277	0.8837	0.0987	0.8934	0.0703	0.8843	0.0926	0.615	0.2871	0.822	0.1255	0.9776	0.0384	0.8167	0.154	0.8888	0.08	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.6235	0.2751	NA	NA	NA	NA	1	0	NA	NA	NA	NA	0.8625	0.1072	0.946	0.0764	NA	NA	NA	NA	NA	NA	0.7745	0.152	0.77	0.0679	0.7613	0.1005	NA	NA	0.8415	0.0474	0.908	0.1012	0.8143	0.1169	0.9393	0.1051	0.908	0.1294	NA	NA	NA	NA	0.7783	0.0545	0.9103	0.117	0.914	0.0523	0.9687	0.0405	0.9475	0.0456	0.9452	0.0279	0.9745	0.0064	NA	NA	0.8593	0.122	0.911	NA	0.72	0.947	NA	pediatrics
BS_0S8E7590	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	69.55	Skipping	0.023	-0.91375	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_0VXZCRJS	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	30.93	Skipping	0.04	-0.8967499999999999	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_1A6MQ9ZA	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	13.3	Skipping	0.2	-0.73675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_1D93Z575	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	28	Skipping	0.026	-0.91075	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_21ET39G7	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	13.64	Skipping	0.185	-0.7517499999999999	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_2ARXK0TD	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	17.62	Skipping	0	-0.93675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_2K01T8K6	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	79.18	Skipping	0.02	-0.91675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_30VC3R2Q	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	11.11	Skipping	0	-0.93675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_333KCNDP	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	45.51	Skipping	0	-0.93675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_3ZPJAK9A	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	12	Skipping	0.111	-0.82575	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_4B0BAVTX	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	15.9	Skipping	0.042	-0.8947499999999999	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_6DCSD5Y6	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	29.96	Skipping	0.2	-0.73675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_6H4Q24WA	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	32.78	Skipping	0.275	-0.66175	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_6SY64H5J	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	107.23	Skipping	0	-0.93675	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_6WP1FHTE	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	20.41	Skipping	0.128	-0.80875	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_75YRDXET	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	29.7	Skipping	0.042	-0.8947499999999999	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
BS_862NMAR7	chr14:NRXN3_79853539-79854217_79805111-79805199_79861038-79862033_+	NRXN3	20.92	Skipping	0.042	-0.8947499999999999	0.93675	0.1148139799850175	4	EC	100	79853538	79854217	0.9614	0.0717	0.976	0.0215	0.9704	0.0372	0.918	0.0907	0.9425	0.0853	0.8308	0.1808	0.9228	0.0968	NA	NA	0.92	0.1386	0.9928	0.0176	0.9248	0.0699	1	0	gtex	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.877	0.0707	1	0	NA	NA	NA	NA	NA	NA	NA	NA	0.8115	0.0573	0.9393	0.1051	NA	NA	0.9285	0.1011	1	0	0.817	0.058	0.905	0.1344	0.9745	0.0361	NA	NA	NA	NA	1	0	0.9677	0.0285	0.9395	0.0856	0.9603	0.0366	0.997	0.006	0.9686	0.0231	0.9775	0.0148	NA	NA	0.965	0.0336	0.962	NA	0.933	1	NA	pediatrics
